concept_og,feature_og,freq,feature,concept_en,feature_en
omelet,geel,7,colors,['omelette'],"['yellow', 'yellowness']"
omelet,groen,1,colors,['omelette'],"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
omelet,oranje,1,colors,['omelette'],"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
omelet,wit,2,colors,['omelette'],"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
ondergoed,blauw,1,colors,"['lingerie', 'underwear', 'undergarment', 'unmentionable', 'intimate apparel', 'underclothing', 'underclothes']","['blue', 'blueness']"
ondergoed,bruin,1,colors,"['lingerie', 'underwear', 'undergarment', 'unmentionable', 'intimate apparel', 'underclothing', 'underclothes']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
ondergoed,paars,1,colors,"['lingerie', 'underwear', 'undergarment', 'unmentionable', 'intimate apparel', 'underclothing', 'underclothes']","['purpleness', 'purple', 'violet', 'reddish blue']"
ondergoed,rood,1,colors,"['lingerie', 'underwear', 'undergarment', 'unmentionable', 'intimate apparel', 'underclothing', 'underclothes']","['red', 'redness']"
ondergoed,wit,9,colors,"['lingerie', 'underwear', 'undergarment', 'unmentionable', 'intimate apparel', 'underclothing', 'underclothes']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
ondergoed,zwart,3,colors,"['lingerie', 'underwear', 'undergarment', 'unmentionable', 'intimate apparel', 'underclothing', 'underclothes']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
ooievaar,grijs,1,colors,"['white stork', 'Ciconia ciconia']","['gray', 'grey', 'greyness', 'grayness']"
ooievaar,oranje,1,colors,"['white stork', 'Ciconia ciconia']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
ooievaar,roze,1,colors,"['white stork', 'Ciconia ciconia']",['pink']
ooievaar,wit,8,colors,"['white stork', 'Ciconia ciconia']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
oorworm,bruin,5,colors,"['dermapteran', 'earwig', 'earwigs', 'Dermaptera']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
oorworm,geel,1,colors,"['dermapteran', 'earwig', 'earwigs', 'Dermaptera']","['yellow', 'yellowness']"
oorworm,zwart,3,colors,"['dermapteran', 'earwig', 'earwigs', 'Dermaptera']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
orka,wit,2,colors,"['grampus', 'killer whale', 'sea wolf', 'orca', 'Orcinus orca', 'killer']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
orka,zwart,5,colors,"['grampus', 'killer whale', 'sea wolf', 'orca', 'Orcinus orca', 'killer']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
oven,rood,1,colors,"['Fornax', 'stove']","['red', 'redness']"
oven,zilver,1,colors,"['Fornax', 'stove']","['silver', 'Ag', 'whiteness', 'white', 'colorimetric whiteness', 'ash gray', 'silver gray', 'ash grey', 'silver grey']"
oven,zwart,1,colors,"['Fornax', 'stove']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
paard,bruin,5,colors,"['horse', 'Equus caballus', 'knight', 'Knighthood']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
paard,wit,1,colors,"['horse', 'Equus caballus', 'knight', 'Knighthood']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
paard,zwart,1,colors,"['horse', 'Equus caballus', 'knight', 'Knighthood']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
paardrijden,bruin,2,colors,"['riding', 'horseback riding', 'equestrianism', 'equitation']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
paardrijden,zwart,1,colors,"['riding', 'horseback riding', 'equestrianism', 'equitation']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
pad (dier),bruin,3,colors,[],"['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
pad (dier),groen,9,colors,[],"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
paella,geel,7,colors,[],"['yellow', 'yellowness']"
paling,geel,1,colors,['European eel'],"['yellow', 'yellowness']"
paling,groen,8,colors,['European eel'],"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
paling,rood,1,colors,['European eel'],"['red', 'redness']"
panfluit,wit,1,colors,"['pan flute', 'panpipes', 'pandean pipe', 'panpipe', 'syrinx']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
panfluit,zwart,1,colors,"['pan flute', 'panpipes', 'pandean pipe', 'panpipe', 'syrinx']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
papaya,geel,3,colors,"['Carica papaya', 'papaia', 'pawpaw', 'melon tree', 'papaya tree']","['yellow', 'yellowness']"
papaya,groen,2,colors,"['Carica papaya', 'papaia', 'pawpaw', 'melon tree', 'papaya tree']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
papaya,oranje,2,colors,"['Carica papaya', 'papaia', 'pawpaw', 'melon tree', 'papaya tree']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
papaya,rood,5,colors,"['Carica papaya', 'papaia', 'pawpaw', 'melon tree', 'papaya tree']","['red', 'redness']"
papaya,wit,1,colors,"['Carica papaya', 'papaia', 'pawpaw', 'melon tree', 'papaya tree']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
papegaai,geel,1,colors,"['parrot', 'Psittaciformes']","['yellow', 'yellowness']"
papegaai,groen,4,colors,"['parrot', 'Psittaciformes']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
papegaai,rood,3,colors,"['parrot', 'Psittaciformes']","['red', 'redness']"
paprika,geel,6,colors,"['bell pepper', 'chilli', 'pepper', 'chili', 'chili pepper', 'chile pepper']","['yellow', 'yellowness']"
paprika,groen,6,colors,"['bell pepper', 'chilli', 'pepper', 'chili', 'chili pepper', 'chile pepper']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
paprika,oranje,5,colors,"['bell pepper', 'chilli', 'pepper', 'chili', 'chili pepper', 'chile pepper']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
paprika,rood,9,colors,"['bell pepper', 'chilli', 'pepper', 'chili', 'chili pepper', 'chile pepper']","['red', 'redness']"
parkiet,blauw,2,colors,"['parakeet', 'parrakeet', 'paroquet', 'parroket', 'paraquet', 'parroquet']","['blue', 'blueness']"
parkiet,geel,9,colors,"['parakeet', 'parrakeet', 'paroquet', 'parroket', 'paraquet', 'parroquet']","['yellow', 'yellowness']"
parkiet,groen,2,colors,"['parakeet', 'parrakeet', 'paroquet', 'parroket', 'paraquet', 'parroquet']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
parkiet,wit,1,colors,"['parakeet', 'parrakeet', 'paroquet', 'parroket', 'paraquet', 'parroquet']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
passievrucht,bruin,2,colors,"['passionfruit', 'passion fruit', 'granadilla', 'Passiflora edulis', 'purple granadillo']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
passievrucht,geel,2,colors,"['passionfruit', 'passion fruit', 'granadilla', 'Passiflora edulis', 'purple granadillo']","['yellow', 'yellowness']"
passievrucht,oranje,1,colors,"['passionfruit', 'passion fruit', 'granadilla', 'Passiflora edulis', 'purple granadillo']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
passievrucht,paars,6,colors,"['passionfruit', 'passion fruit', 'granadilla', 'Passiflora edulis', 'purple granadillo']","['purpleness', 'purple', 'violet', 'reddish blue']"
passievrucht,rood,1,colors,"['passionfruit', 'passion fruit', 'granadilla', 'Passiflora edulis', 'purple granadillo']","['red', 'redness']"
pauw,blauw,7,colors,"['peafowl', 'peacock', 'bird of Juno']","['blue', 'blueness']"
pauw,groen,1,colors,"['peafowl', 'peacock', 'bird of Juno']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
pauw,paars,2,colors,"['peafowl', 'peacock', 'bird of Juno']","['purpleness', 'purple', 'violet', 'reddish blue']"
peer,bruin,2,colors,"['lightbulb', 'electric-light bulb', 'incandescent light bulb', 'electric light', 'electric bulb', 'bulb', 'incandescent lamp', 'light bulb', 'blow']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
peer,groen,7,colors,"['lightbulb', 'electric-light bulb', 'incandescent light bulb', 'electric light', 'electric bulb', 'bulb', 'incandescent lamp', 'light bulb', 'blow']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
pelikaan,geel,1,colors,"['pelican', 'Pelecanus']","['yellow', 'yellowness']"
pelikaan,groen,2,colors,"['pelican', 'Pelecanus']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
pelikaan,oranje,2,colors,"['pelican', 'Pelecanus']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
pelikaan,rood,2,colors,"['pelican', 'Pelecanus']","['red', 'redness']"
pelikaan,roze,2,colors,"['pelican', 'Pelecanus']",['pink']
pelikaan,wit,5,colors,"['pelican', 'Pelecanus']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
perzik,geel,2,colors,"['peach', 'peach tree', 'Prunus persica']","['yellow', 'yellowness']"
perzik,groen,1,colors,"['peach', 'peach tree', 'Prunus persica']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
perzik,oranje,7,colors,"['peach', 'peach tree', 'Prunus persica']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
perzik,rood,1,colors,"['peach', 'peach tree', 'Prunus persica']","['red', 'redness']"
pesto,geel,1,colors,[],"['yellow', 'yellowness']"
pesto,groen,8,colors,[],"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
pesto,rood,2,colors,[],"['red', 'redness']"
pesto,zwart,1,colors,[],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
peterselie,groen,9,colors,"['parsley', 'Petroselinum crispum']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
piano,bruin,1,colors,"['pianoforte', 'forte-piano']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
piano,ivoor,1,colors,"['pianoforte', 'forte-piano']","['ivory', 'tusk']"
piano,wit,3,colors,"['pianoforte', 'forte-piano']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
piano,zwart,6,colors,"['pianoforte', 'forte-piano']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
piloot,blauw,2,colors,"['aviator', 'pilot', 'airplane pilot', 'aircraft pilot']","['blue', 'blueness']"
pinguïn,oranje,1,colors,"['penguin', 'list of Sphenisciformes by population']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
pinguïn,wit,6,colors,"['penguin', 'list of Sphenisciformes by population']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
pinguïn,zwart,8,colors,"['penguin', 'list of Sphenisciformes by population']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
pissebed,bruin,5,colors,"['armadillo bug', 'pill bug', 'potato bug', 'roly-poly', 'woodlouse', 'doodlebug', 'sow bug', 'slater', 'monkeypea', 'cheeselog', 'roll up bug', 'wood louse']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
pissebed,geel,2,colors,"['armadillo bug', 'pill bug', 'potato bug', 'roly-poly', 'woodlouse', 'doodlebug', 'sow bug', 'slater', 'monkeypea', 'cheeselog', 'roll up bug', 'wood louse']","['yellow', 'yellowness']"
pissebed,grijs,5,colors,"['armadillo bug', 'pill bug', 'potato bug', 'roly-poly', 'woodlouse', 'doodlebug', 'sow bug', 'slater', 'monkeypea', 'cheeselog', 'roll up bug', 'wood louse']","['gray', 'grey', 'greyness', 'grayness']"
pissebed,zwart,2,colors,"['armadillo bug', 'pill bug', 'potato bug', 'roly-poly', 'woodlouse', 'doodlebug', 'sow bug', 'slater', 'monkeypea', 'cheeselog', 'roll up bug', 'wood louse']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
pladijs,grijs,3,colors,"['European plaice', 'plaice', 'Pleuronectes platessa']","['gray', 'grey', 'greyness', 'grayness']"
pladijs,koraal,1,colors,"['European plaice', 'plaice', 'Pleuronectes platessa']",['coral']
pladijs,rood,1,colors,"['European plaice', 'plaice', 'Pleuronectes platessa']","['red', 'redness']"
plamuurmes,grijs,2,colors,['putty knife'],"['gray', 'grey', 'greyness', 'grayness']"
plamuurmes,wit,7,colors,['putty knife'],"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
platvis,blauw,1,colors,"['migraine', 'megrim', 'hemicrania', 'sick headache']","['blue', 'blueness']"
platvis,bruin,1,colors,"['migraine', 'megrim', 'hemicrania', 'sick headache']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
platvis,geel,1,colors,"['migraine', 'megrim', 'hemicrania', 'sick headache']","['yellow', 'yellowness']"
platvis,grijs,2,colors,"['migraine', 'megrim', 'hemicrania', 'sick headache']","['gray', 'grey', 'greyness', 'grayness']"
platvis,zwart,1,colors,"['migraine', 'megrim', 'hemicrania', 'sick headache']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
politieagent,blauw,9,colors,"['policeman', 'police officer', 'policewoman', 'cop', 'officer']","['blue', 'blueness']"
politieagent,zwart,1,colors,"['policeman', 'police officer', 'policewoman', 'cop', 'officer']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
pompelmoes,geel,7,colors,"['Citrus paradisi', 'grapefruit', 'Citrus × paradisi']","['yellow', 'yellowness']"
pompelmoes,oranje,7,colors,"['Citrus paradisi', 'grapefruit', 'Citrus × paradisi']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
pompelmoes,rood,5,colors,"['Citrus paradisi', 'grapefruit', 'Citrus × paradisi']","['red', 'redness']"
pompelmoes,roze,4,colors,"['Citrus paradisi', 'grapefruit', 'Citrus × paradisi']",['pink']
pompoen,geel,2,colors,"['pumpkin', 'tomato']","['yellow', 'yellowness']"
pompoen,oranje,9,colors,"['pumpkin', 'tomato']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
postbode,blauw,5,colors,"['carrier', 'mailman', 'postman', 'mail carrier', 'letter carrier']","['blue', 'blueness']"
postbode,rood,2,colors,"['carrier', 'mailman', 'postman', 'mail carrier', 'letter carrier']","['red', 'redness']"
potvis,blauw,3,colors,"['sperm whale', 'common cachalot', 'cachalot', 'black whale', 'Physeter catodon', 'Physeter macrocephalus']","['blue', 'blueness']"
potvis,grijs,3,colors,"['sperm whale', 'common cachalot', 'cachalot', 'black whale', 'Physeter catodon', 'Physeter macrocephalus']","['gray', 'grey', 'greyness', 'grayness']"
potvis,zwart,2,colors,"['sperm whale', 'common cachalot', 'cachalot', 'black whale', 'Physeter catodon', 'Physeter macrocephalus']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
prei,groen,8,colors,"['leek', 'Allium porrum', 'scallion']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
prei,rood,1,colors,"['leek', 'Allium porrum', 'scallion']","['red', 'redness']"
prei,wit,2,colors,"['leek', 'Allium porrum', 'scallion']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
pruim,blauw,1,colors,"['vagina', 'Vaginal orifice', 'plum']","['blue', 'blueness']"
pruim,bruin,2,colors,"['vagina', 'Vaginal orifice', 'plum']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
pruim,paars,7,colors,"['vagina', 'Vaginal orifice', 'plum']","['purpleness', 'purple', 'violet', 'reddish blue']"
pruim,perzik,2,colors,"['vagina', 'Vaginal orifice', 'plum']","['peach', 'peach tree', 'Prunus persica']"
pruim,rood,2,colors,"['vagina', 'Vaginal orifice', 'plum']","['red', 'redness']"
pruim,zwart,1,colors,"['vagina', 'Vaginal orifice', 'plum']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
psycholoog,wit,1,colors,['psychologist'],"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
pudding,bruin,2,colors,['pound cake'],"['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
pudding,chocolade,7,colors,['pound cake'],"['chocolate', 'drinking chocolate', 'cocoa', 'hot chocolate']"
pudding,geel,9,colors,['pound cake'],"['yellow', 'yellowness']"
pudding,groen,2,colors,['pound cake'],"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
pyjama,blauw,2,colors,"['pajamas', 'pyjamas', 'pajama', 'jammies', ""pj's""]","['blue', 'blueness']"
pyjama,rood,1,colors,"['pajamas', 'pyjamas', 'pajama', 'jammies', ""pj's""]","['red', 'redness']"
pyjama,roze,1,colors,"['pajamas', 'pyjamas', 'pajama', 'jammies', ""pj's""]",['pink']
pyjama,wit,2,colors,"['pajamas', 'pyjamas', 'pajama', 'jammies', ""pj's""]","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
python,bruin,1,colors,['Rudge-Whitworth'],"['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
python,groen,1,colors,['Rudge-Whitworth'],"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
python,rood,1,colors,['Rudge-Whitworth'],"['red', 'redness']"
python,wit,1,colors,['Rudge-Whitworth'],"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
radijs,groen,3,colors,"['radish', 'Raphanus sativus']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
radijs,oranje,1,colors,"['radish', 'Raphanus sativus']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
radijs,paars,2,colors,"['radish', 'Raphanus sativus']","['purpleness', 'purple', 'violet', 'reddish blue']"
radijs,rood,9,colors,"['radish', 'Raphanus sativus']","['red', 'redness']"
radijs,roze,2,colors,"['radish', 'Raphanus sativus']",['pink']
radijs,wit,3,colors,"['radish', 'Raphanus sativus']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
raket,bruin,1,colors,"['rocket', 'skyrocket', 'Raketa', 'racquet', 'racket', 'bats, rackets, sticks and clubs']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
rasp,chocolade,1,colors,"['cheesegrater', 'grater', 'cheese grater']","['chocolate', 'drinking chocolate', 'cocoa', 'hot chocolate']"
rasp,oranje,2,colors,"['cheesegrater', 'grater', 'cheese grater']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
rechter,grijs,1,colors,"['judicial system', 'judiciary', 'judicature', 'judicatory', 'judge', 'jurist', 'justice']","['gray', 'grey', 'greyness', 'grayness']"
rechter,groen,2,colors,"['judicial system', 'judiciary', 'judicature', 'judicatory', 'judge', 'jurist', 'justice']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
rechter,wit,1,colors,"['judicial system', 'judiciary', 'judicature', 'judicatory', 'judge', 'jurist', 'justice']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
rechter,zwart,1,colors,"['judicial system', 'judiciary', 'judicature', 'judicatory', 'judge', 'jurist', 'justice']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
reiger,blauw,1,colors,"['heron', 'Ardeidae']","['blue', 'blueness']"
reiger,grijs,4,colors,"['heron', 'Ardeidae']","['gray', 'grey', 'greyness', 'grayness']"
reiger,oranje,1,colors,"['heron', 'Ardeidae']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
reiger,wit,3,colors,"['heron', 'Ardeidae']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
riem,bruin,2,colors,"['sash', 'waistcloth', 'girdle', 'waistband', 'cincture', 'belt']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
riem,wit,1,colors,"['sash', 'waistcloth', 'girdle', 'waistband', 'cincture', 'belt']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
riem,zilver,1,colors,"['sash', 'waistcloth', 'girdle', 'waistband', 'cincture', 'belt']","['silver', 'Ag', 'whiteness', 'white', 'colorimetric whiteness', 'ash gray', 'silver gray', 'ash grey', 'silver grey']"
riem,zwart,4,colors,"['sash', 'waistcloth', 'girdle', 'waistband', 'cincture', 'belt']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
rode kool,paars,7,colors,['red cabbage'],"['purpleness', 'purple', 'violet', 'reddish blue']"
rode kool,rood,8,colors,['red cabbage'],"['red', 'redness']"
rog,bruin,1,colors,"['Batoidea', 'ray']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
rog,wit,1,colors,"['Batoidea', 'ray']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
roodborstje,rood,8,colors,"['robin redbreast', 'robin', 'European robin', 'redbreast', 'Erithacus rubecola', 'Old World robin', 'European Robin']","['red', 'redness']"
rugby,groen,1,colors,"['rugger', 'rugby football']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
rups,groen,8,colors,['caterpillar'],"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
rups,roze,1,colors,['caterpillar'],['pink']
rups,zwart,1,colors,['caterpillar'],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
salamander,bruin,1,colors,['Caudata'],"['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
salamander,groen,9,colors,['Caudata'],"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
salamander,rood,1,colors,['Caudata'],"['red', 'redness']"
salamander,zwart,1,colors,['Caudata'],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
salopet,blauw,8,colors,[],"['blue', 'blueness']"
salopet,rood,1,colors,[],"['red', 'redness']"
salopet,wit,1,colors,[],"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
sardine,blauw,1,colors,"['pilchard', 'Sardina pilchardus', 'European pilchard']","['blue', 'blueness']"
sardine,rood,1,colors,"['pilchard', 'Sardina pilchardus', 'European pilchard']","['red', 'redness']"
saxofoon,goud,4,colors,"['saxophone', 'sax']","['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']"
schaaf,bruin,2,colors,"['plane', ""carpenter's plane"", 'woodworking plane']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
schaaf,rood,3,colors,"['plane', ""carpenter's plane"", 'woodworking plane']","['red', 'redness']"
schaaf,wit,1,colors,"['plane', ""carpenter's plane"", 'woodworking plane']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
schaap,bruin,1,colors,"['domestic sheep', 'sheep', 'ovine', 'Ovis aries', 'domesticated sheep']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
schaap,geel,1,colors,"['domestic sheep', 'sheep', 'ovine', 'Ovis aries', 'domesticated sheep']","['yellow', 'yellowness']"
schaap,wit,7,colors,"['domestic sheep', 'sheep', 'ovine', 'Ovis aries', 'domesticated sheep']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
schaap,zwart,1,colors,"['domestic sheep', 'sheep', 'ovine', 'Ovis aries', 'domesticated sheep']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
schaar,geel,1,colors,"['crustacean', 'Crustacea', 'scissors', 'pair of scissors']","['yellow', 'yellowness']"
schaar,oranje,1,colors,"['crustacean', 'Crustacea', 'scissors', 'pair of scissors']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
schaar,zwart,1,colors,"['crustacean', 'Crustacea', 'scissors', 'pair of scissors']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
schaken,wit,3,colors,"['chess', 'chess game', 'chess match']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
schaken,zwart,4,colors,"['chess', 'chess game', 'chess match']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
schermen,wit,7,colors,['fencing'],"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
schermen,zwart,1,colors,['fencing'],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
schildpad,groen,8,colors,['turtle'],"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
schoenen,blauw,1,colors,['shoe'],"['blue', 'blueness']"
schoenen,bruin,4,colors,['shoe'],"['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
schoenen,rood,1,colors,['shoe'],"['red', 'redness']"
schoenen,zwart,2,colors,['shoe'],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
schorseneren,beige,1,colors,"['black salsify', 'serpent root', ""viper's herb"", 'scorzonera', ""viper's grass"", 'Spanish salsify', 'black oyster plant', 'Scorzonera hispanica', 'Scorzonera', 'Pseudopodospermum hispanicum']",['ecru']
schorseneren,geel,1,colors,"['black salsify', 'serpent root', ""viper's herb"", 'scorzonera', ""viper's grass"", 'Spanish salsify', 'black oyster plant', 'Scorzonera hispanica', 'Scorzonera', 'Pseudopodospermum hispanicum']","['yellow', 'yellowness']"
schorseneren,groen,5,colors,"['black salsify', 'serpent root', ""viper's herb"", 'scorzonera', ""viper's grass"", 'Spanish salsify', 'black oyster plant', 'Scorzonera hispanica', 'Scorzonera', 'Pseudopodospermum hispanicum']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
schorseneren,wit,9,colors,"['black salsify', 'serpent root', ""viper's herb"", 'scorzonera', ""viper's grass"", 'Spanish salsify', 'black oyster plant', 'Scorzonera hispanica', 'Scorzonera', 'Pseudopodospermum hispanicum']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
